Tm_(C),m_(kcal/mol/M),Cm_(M),∆G_H2O_(kcal/mol)
,0.77,,3.76
,0.76,,3.17
,0.76,,3.09
,0.75,,3.04
,0.76,,1.9
,0.72,,1.5
,0.73,,1.48
,0.73,,1.68
,0.75,,1.44
,0.72,,1.5
,0.77,,1.62
,0.71,,1.41
,0.73,,1.55
,0.71,,1.57
,0.67,,1.53
,1.21,,3.91
,1.02,,6.38
,2.59,,3.27
,2.24,,5.9
,1.83,2.49,4.5
,1.92,2.29,4.4
,1.78,2.18,3.9
,3.02,2.34,12.1
,1.83,,4.5
,2.47,,6.4
,2.01,,3.8
,1.78,,2.2
,1.85,,3.5
,1.44,,2.4
,0.98,,1.5
,3.02,,12.1
,3.18,,12.7
,4.42,,9.3
,2.6,,9.3
,2.15,,7.2
,3.25,,9.0
,5.4,0.9,4.8
,6.0,0.8,4.75
,7.9,0.5,4.3
,3.8,0.9,3.3
,3.9,0.74,2.9
,4.2,1.0,4.2
,6.4,0.43,2.8
,1.1,2.9,3.2
,1.1,2.3,2.5
,0.83,2.9,2.4
,1.39,2.17,3.01
,0.76,2.8,2.1
,0.7,2.9,2.0
,0.71,2.8,2.0
,0.8,2.8,2.2
,0.9,2.9,2.6
,,,
,2.4,1.7,4.2
,2.7,1.7,4.7
,3.1,1.9,5.9
,3.4,2.3,8.0
,3.4,2.8,9.7
,2.5,1.6,4.1
,3.7,2.4,8.9
,,,
,1.43,3.87,6.11
,1.56,3.36,5.31
,1.66,2.43,3.84
,1.68,2.53,4.0
,1.5,2.08,3.29
,1.47,3.34,5.28
,1.57,2.3,3.63
,1.69,2.0,3.16
,1.41,3.29,5.2
,1.66,3.39,5.36
,1.89,1.63,2.58
,1.48,2.51,3.97
,1.63,2.14,3.38
,1.7,4.58,7.6
,1.57,4.28,7.1
,1.55,3.43,5.69
,1.45,3.62,6.01
,1.65,3.06,5.08
,1.54,4.17,6.92
,1.6,3.11,5.16
,1.82,3.02,5.01
,1.8,3.89,6.46
,1.69,4.23,7.02
,1.68,2.33,3.87
,1.71,3.16,5.25
,1.93,2.95,4.9
,1.7,4.55,7.54
,1.68,3.65,6.06
,3.06,3.23,16.92
,,,5.64
,,,5.05
,,,2.63
,,2.6,
,,2.72,
,,2.87,
,,3.07,
,,3.21,
,2.3,,3.2
,2.9,,4.6
,2.1,,7.0
,1.9,,5.6
,2.0,,3.9
,2.0,,2.8
,2.4,,8.0
,1.4,,3.7
,1.7,,2.3
,1.0,,2.7
,1.1,,3.3
,2.5,,3.4
,2.0,,2.1
,0.74,,3.6
,0.77,,4.1
,0.81,,5.1
,0.83,,5.8
,0.85,,3.8
,0.81,,4.6
,0.76,,3.5
,0.84,,5.3
,0.84,,5.6
,1.01,,2.1
,1.03,,1.6
,0.8,,1.2
,0.84,,1.1
,0.97,,1.0
,0.87,,0.8
,0.68,,0.5
,0.64,,0.3
,,,
,,,
,2.24,1.48,3.28
,2.29,1.43,3.26
,1.85,2.0,3.69
,1.8,2.49,4.48
,1.75,2.91,5.07
,1.64,3.21,5.28
,1.67,2.55,4.2
,1.52,4.21,6.38
,1.5,5.28,7.91
,1.47,5.81,8.56
,1.57,6.43,10.07
,2.21,1.44,3.05
,1.87,1.55,2.91
,1.23,1.5,1.85
,1.03,1.38,1.43
,1.1,1.04,1.14
,1.84,,2.7
,1.79,,4.09
,1.66,,3.34
,1.63,,2.4
,1.63,,3.21
,1.68,,2.29
,1.73,,3.1
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,2.5,,8.5
,2.1,,8.5
,0.86,,4.6
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,1.06,4.34,
,1.06,4.21,
,1.06,4.66,
,0.99,5.3,
,0.95,5.82,
,0.96,5.92,
,0.94,6.24,
,1.02,5.3,
,1.03,5.38,
,1.0,5.76,
,1.13,3.84,
,1.0,5.77,
,1.04,4.61,
,1.01,5.44,
,3.7,1.51,5.6
,3.5,2.1,7.4
,3.5,2.2,7.6
,3.9,1.17,4.5
,4.0,1.98,7.9
,4.4,1.48,6.5
,4.6,2.52,11.5
,4.9,1.39,6.8
,2.4,1.0,2.5
,2.8,1.1,3.1
,2.3,0.9,2.2
,3.7,1.1,4.0
,4.0,1.1,4.3
,3.2,0.9,3.0
,,2.04,
,,1.91,
,,1.71,
,,1.13,
,,1.4,
,,0.97,
,,1.52,
,2.4,1.31,3.2
,2.6,1.13,2.9
,1.7,1.63,2.7
,1.34,,3.35
,2.41,1.5,3.27
,3.04,2.1,6.21
,,1.6,
,4.2,3.0,12.6
,,1.8,
,1.67,2.2,3.94
,,0.8,
,3.38,2.1,6.93
,3.86,1.5,5.93
,3.55,2.3,8.25
,,1.5,
,2.66,2.1,5.66
,3.89,1.0,3.82
,3.81,0.9,3.61
,3.91,2.67,10.45
,3.95,2.65,10.49
,4.03,2.65,10.69
,4.02,2.63,10.63
,4.03,2.61,10.55
,3.91,2.61,10.21
,3.53,2.49,8.83
,2.49,2.35,6.01
,2.87,2.37,6.81
,2.69,2.5,6.71
,3.48,2.4,8.36
,3.39,2.45,8.31
,,2.36,
,,3.04,
,,2.76,
,,2.7,
,,2.13,
,,1.3,
,,5.47,
,,6.08,
,,5.46,
,,5.8,
,,5.32,
,,4.9,
,1.11,5.58,
,1.2,5.35,
,,3.5,4.4
,,3.3,4.2
,,3.3,4.0
,,3.4,4.5
,,3.4,4.3
,,3.7,4.7
,,3.4,4.1
,,3.5,4.5
,3.06,1.05,3.2
,5.33,0.64,3.37
,3.2,0.94,2.96
,3.7,1.09,4.04
,3.06,0.99,3.04
,,,
,0.46,6.24,2.88
,0.48,3.96,1.9
,,,2.69
,,,2.1
,,3.7,
,3.4,2.52,7.6
,2.8,2.5,7.6
,3.4,2.45,7.4
,2.5,2.49,7.5
,5.0,2.57,22.0
,3.3,2.33,7.0
,2.3,2.29,6.9
,3.0,2.3,6.9
,3.4,2.28,6.8
,3.0,2.29,6.9
,4.0,2.48,19.0
,3.0,1.9,6.2
,3.0,1.95,6.3
,3.2,1.92,6.2
,4.0,1.9,6.2
,3.0,1.49,5.5
,3.1,1.44,5.3
,3.8,1.49,5.5
,5.0,1.47,5.4
,3.6,1.49,5.5
,13.0,3.4,41.0
,13.0,3.29,41.0
,8.6,3.07,39.0
,6.0,2.66,36.0
,15.0,3.54,45.0
,14.0,3.53,45.0
,13.0,3.36,44.0
,10.0,3.09,42.0
,6.0,2.7,38.0
,13.0,3.39,41.0
,12.0,3.2,40.0
,7.0,2.97,39.0
,9.0,2.71,37.0
,9.4,3.34,40.0
,10.0,3.27,39.0
,12.0,3.26,40.0
,10.0,2.94,37.0
,8.0,2.73,36.0
,11.0,3.27,39.0
,10.0,3.2,39.0
,9.0,3.04,38.0
,9.0,2.9,37.0
,3.6,2.64,20.0
,13.0,3.33,41.0
,9.6,3.1,40.0
,9.5,2.82,38.0
,4.8,2.66,21.0
,5.2,2.53,22.0
,13.0,3.36,44.0
,10.0,3.24,44.0
,11.0,3.02,42.0
,3.2,2.4,17.0
,10.0,3.15,34.0
,7.0,3.06,35.0
,10.0,3.03,36.0
,5.0,3.06,23.0
,5.5,2.95,24.0
,6.8,2.93,29.0
,8.0,3.23,32.0
,3.0,3.0,16.0
,4.1,2.84,19.0
,5.4,2.72,23.0
,6.0,2.66,26.0
,4.0,2.48,8.8
,3.5,2.49,8.8
,3.4,2.4,8.5
,3.0,2.5,8.9
,3.8,2.51,9.0
,2.0,2.52,9.0
,4.8,2.43,9.0
,3.2,2.12,8.0
,3.6,2.22,8.1
,4.1,2.16,7.9
,3.8,2.78,11.0
,3.2,2.88,11.0
,4.9,2.8,11.0
,3.5,3.07,12.0
,3.8,2.96,11.7
,4.6,2.93,11.6
,3.0,2.67,8.0
,12.0,3.16,37.0
,10.0,2.93,36.0
,7.0,2.66,34.0
,10.0,2.86,34.0
,8.0,2.7,33.0
,14.0,2.95,44.0
,10.0,2.72,42.0
,5.0,1.98,8.0
,5.0,1.99,8.0
,3.0,1.9,8.0
,3.0,1.5,6.0
,4.0,1.6,6.0
,3.0,1.94,5.9
,3.1,1.88,5.7
,4.52,1.11,5.04
,4.95,1.1,5.43
,4.73,1.45,6.84
,4.88,0.95,4.61
,4.73,1.13,5.33
,4.59,0.79,3.61
,4.9,0.87,4.25
,4.64,1.0,4.64
,3.56,2.5,
,2.13,3.2,
,2.13,3.3,
,,4.4,9.9
,,3.8,9.3
,,4.0,9.5
,,3.7,9.3
,,3.1,11.9
,,3.0,9.8
,,3.0,9.8
,,2.9,9.6
,,2.4,7.8
,,2.4,8.6
,,2.3,6.5
,,2.3,8.3
,,3.0,10.1
,,2.9,10.7
,,3.0,10.0
,,2.8,8.4
,,2.3,5.1
,,2.5,7.0
,,2.4,5.9
,,2.3,6.8
,1.07,3.1,3.4
,1.07,3.1,3.4
,,2.9,
,2.23,,5.91
,2.9,,7.9
,1.3,,5.4
,4.2,4.6,27.6
,,,
,,,
,,,
,0.34,,
,0.32,,
,0.67,,
,0.64,,
,,,
,,,60.4
,,,59.6
,2.9,,9.83
,0.74,,2.9
,4.74,,10.06
,1.54,,3.92
,0.72,6.18,4.45
,0.64,3.16,2.02
,0.7,5.33,3.73
,0.68,2.94,2.0
,0.69,5.78,3.99
,0.75,4.36,3.27
,0.62,7.76,4.81
,0.66,3.64,2.4
,0.6,7.17,4.3
,0.69,5.12,3.53
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,2.96,1.8,5.35
,2.94,1.8,5.31
,2.96,1.8,5.35
,2.87,1.6,4.71
,2.41,1.4,3.54
,2.39,1.1,3.2
,,2.5,9.6
,,,
,,,
,,,
,,,
,1.84,,7.58
,,,23.1
,,,22.78
,,,12.61
,2.41,4.45,10.73
,4.7,0.9,4.5
,3.6,1.8,6.5
,3.8,1.6,6.1
,1.93,4.57,8.8
,1.83,2.99,5.5
,1.89,3.97,7.5
,1.99,4.07,8.1
,1.87,3.97,8.6
,1.85,4.29,7.9
,2.01,3.72,7.5
,1.88,4.43,8.3
,1.91,2.5,4.8
,2.08,3.25,6.8
,1.91,4.21,8.1
,1.91,3.62,6.9
,1.94,3.36,6.5
,1.96,3.4,6.7
,1.86,3.24,6.0
,1.89,3.71,7.0
,1.95,3.66,7.1
,2.04,3.26,6.6
,1.99,3.96,7.9
,1.8,3.37,6.1
,1.97,3.97,7.8
,2.06,3.48,7.2
,1.95,4.53,8.8
,2.11,4.29,9.0
,1.88,4.34,8.3
,1.98,4.78,9.4
,1.81,3.64,6.6
,1.94,3.93,7.6
,1.93,3.94,7.6
,1.89,4.07,7.7
,2.05,4.44,9.1
,1.83,4.62,8.5
,2.03,2.93,5.9
,1.94,3.16,6.1
,1.99,2.83,5.6
,2.02,3.21,6.5
,2.06,2.97,6.1
,1.81,3.33,6.0
,1.96,2.84,5.6
,1.54,3.18,4.89
,1.06,2.67,2.83
,1.69,2.66,4.5
,1.05,2.85,2.99
,1.15,2.48,2.85
,1.02,1.43,1.46
,1.07,1.44,1.54
,1.06,1.29,1.37
,1.15,1.45,1.67
,1.16,1.25,1.45
,4.91,,
,4.91,,
,,,
,1.1,3.9,4.2
,1.1,3.9,4.2
,2.4,1.8,4.3
,2.1,,9.5
,2.3,,8.3
,2.0,,5.8
,2.0,,5.6
,2.0,,7.6
,1.53,2.36,3.63
,1.75,2.18,3.8
,1.65,2.12,3.51
,1.69,2.18,3.7
,1.66,2.23,3.7
,1.48,2.06,3.06
,2.18,2.01,4.37
,1.95,1.87,3.66
,1.76,1.85,3.25
,1.97,2.14,4.21
,1.9,2.11,4.02
,1.54,1.83,2.82
,1.57,2.06,3.23
,1.42,1.95,2.77
,1.82,2.13,3.9
,1.44,2.02,2.92
,1.82,2.14,3.9
,1.64,2.09,3.44
,1.43,2.05,2.92
,1.61,1.74,2.8
,1.97,1.64,3.23
,1.54,1.68,2.58
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,8.9,,8.9
,5.2,,16.9
,7.7,,7.3
,3.6,,10.0
,,,
,1.4,,6.0
,6.4,4.3,27.5
,5.7,4.3,25.1
,3.1,1.5,4.3
,1.5,3.6,5.0
,1.92,4.6,8.83
,1.91,4.5,8.63
,1.94,4.5,8.73
,1.97,4.4,8.75
,2.02,4.4,8.91
,1.98,4.3,8.67
,1.95,4.3,8.48
,2.08,4.3,8.96
,2.0,4.2,8.5
,1.98,4.2,8.4
,1.99,4.2,8.42
,1.94,4.1,8.13
,1.99,4.1,8.34
,1.95,4.1,8.15
,1.95,4.1,8.13
,2.05,4.1,8.49
,1.98,4.1,8.18
,1.88,4.0,7.69
,1.71,4.0,6.98
,1.89,2.4,4.71
,,1.2,
,,2.8,
,,0.9,
,,3.4,
,,2.6,
,,2.7,
,,1.0,
,1.16,,4.8
,1.13,,5.5
,1.17,,4.5
,1.14,,5.2
,1.02,,3.4
,1.02,,4.4
,1.32,,4.1
,1.22,,4.3
,1.25,,4.4
,1.44,,4.2
,1.3,,5.8
,1.12,,5.8
,1.13,,6.5
,1.15,,5.4
,1.14,,6.1
,1.1,,5.0
,1.18,,6.0
,1.18,,4.6
,1.12,,4.7
,1.14,,4.9
,1.19,,4.5
,1.17,,6.2
,1.19,,6.9
,1.15,,7.6
,1.17,,6.5
,1.14,,7.2
,1.11,,6.1
,1.16,,7.0
,1.12,,5.7
,1.14,,5.8
,1.16,,6.0
,1.13,,5.5
,1.16,,7.3
,,,
,,,
,,,
,,,
,,,
,,,
,0.93,,6.57
,1.05,,5.43
,,,5.7
,3.4,,10.8
,2.1,2.26,4.74
,2.6,1.21,3.17
,2.7,1.81,4.88
,2.03,1.15,2.34
,1.37,1.65,2.25
,2.4,1.59,3.82
,2.18,2.07,4.51
,1.95,2.33,4.54
,2.22,2.99,6.63
,2.12,1.83,3.88
,1.92,1.92,3.69
,1.72,2.0,3.44
,1.82,1.76,3.2
,2.75,2.18,6.0
,2.29,2.38,5.45
,2.12,2.49,5.27
,1.48,2.76,4.1
,2.07,1.37,2.84
,1.9,2.17,4.13
,1.52,1.16,1.76
,0.62,2.38,1.48
,1.79,1.58,2.82
,1.46,2.36,3.43
,1.3,2.95,3.83
,1.64,3.5,5.74
,1.51,2.07,3.13
,1.21,2.46,2.98
,1.09,2.68,2.91
,1.3,1.64,2.13
,2.0,2.55,5.1
,1.69,2.99,5.04
,1.64,2.97,4.86
,0.62,1.04,0.64
,0.53,0.62,0.33
,0.8,0.94,0.75
,0.51,1.13,0.58
,0.75,1.04,0.78
,0.61,1.65,1.0
,0.72,1.49,1.08
,0.65,1.09,0.71
,0.58,1.54,0.89
,0.61,1.24,0.76
,0.71,1.0,0.71
,0.63,0.83,0.53
,0.52,2.07,1.08
,0.74,1.22,0.9
,0.6,0.69,0.41
,0.48,0.85,0.41
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,10.3,2.67,6.55
,10.5,2.77,6.81
,10.4,1.78,4.37
,,,3.59
,,7.2,8.13
,1.79,,5.68
,0.64,,1.61
,2.43,,7.29
,1.21,,9.92
,1.29,,8.6
,1.43,,9.13
,1.51,,9.1
,1.21,,6.9
,1.13,,9.96
,1.56,,8.63
,1.28,,6.75
,1.01,,6.16
,1.44,,8.15
,1.0,,7.21
,1.43,,8.55
,1.0,,6.92
,1.34,,8.61
,1.15,,6.21
,1.13,,6.95
,1.07,,7.22
,2.29,2.68,6.13
,1.48,1.36,2.01
,2.15,2.08,4.47
,1.2,3.93,4.72
,1.04,3.66,3.81
,1.18,4.1,4.84
,1.5,2.29,
,2.0,1.55,
,1.4,1.17,
,1.7,2.06,
,1.3,1.57,
,2.4,0.23,
,1.3,0.68,
,3.0,1.35,
,1.17,2.98,3.41
,0.71,2.36,1.62
,0.9,2.43,2.24
,0.72,2.66,1.46
,0.84,2.76,2.38
,1.0,2.74,2.7
,,1.2,
,,1.1,
,,1.5,
,,1.3,
,,1.6,
,,1.0,
,,,
,,,
,,,
,,,
,,,
,,,
,2.2,,
,2.3,,
,2.0,,
,2.53,,5.79
,2.48,,4.84
,1.26,,3.63
,1.21,,1.21
,,,1.8
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,2.51,2.91,6.68
,2.3,,2.3
,2.4,,1.9
,2.0,,1.9
,2.2,,2.0
,2.44,2.07,
,2.58,2.56,
,2.73,2.66,
,2.66,2.24,
,2.29,2.09,
,2.4,2.64,
,2.45,2.47,
,2.58,2.35,
,2.25,2.12,
,,1.35,9.1
,,1.1,7.0
,,1.2,6.0
,,1.0,6.3
,,0.9,5.4
,,1.2,6.0
,,1.1,7.0
,,1.4,10.6
,2.44,2.07,
,1.96,0.78,
,2.13,1.46,
,2.02,1.31,
,2.43,2.11,
,2.42,1.27,
,2.52,1.45,
,2.49,1.77,
,2.25,1.28,
,2.27,1.86,
,2.9,2.33,
,2.41,1.82,
,2.25,1.79,
,2.3,1.3,
,2.42,1.93,
,2.1,1.68,
,2.43,2.02,
,1.47,0.99,
,2.1,1.23,
,1.8,,6.8
,1.9,,6.4
,1.8,,6.8
,1.8,,4.3
,2.0,,6.0
,,,6.3
,,,5.0
,,,2.6
,,,4.1
,,,4.7
,,,2.7
,,,2.7
,,,6.3
,,,6.1
,,,5.9
,,,6.1
,,,4.9
,,,3.5
,,,2.5
,,,4.0
,,,5.7
,,,3.5
,,,4.0
,,,3.9
,,,5.7
,,,4.3
,,,3.5
,,,6.8
,,,3.5
,,,2.5
,,,3.7
,,,6.3
,,,4.9
,,,6.8
,,,5.8
,,,6.0
,,,4.4
,,,6.1
,,,5.2
,,,6.8
,,,5.8
,,,6.4
,,,5.2
,,,6.6
,,,6.2
,,,6.5
,,,5.9
,,,6.7
,,,5.8
,,,6.6
,,,5.7
,,,5.2
,,,5.2
,,,5.6
,,,4.5
,,,6.2
,,,5.0
,,,6.2
,,,4.9
,,,6.3
,,,5.0
,,,5.2
,,,7.0
,,,6.0
,,,5.9
,,,5.0
,,,6.7
,,,5.6
,,,4.5
,,,6.8
,,,5.0
,2.91,,9.47
,2.75,,8.8
,2.53,,6.79
,1.34,,3.39
,1.19,,3.38
,2.2,1.26,2.76
,2.18,1.26,2.74
,0.87,4.48,3.92
,0.86,4.5,3.88
,1.95,1.18,2.31
,2.21,1.25,2.77
,0.85,4.44,3.76
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,1.32,,3.32
,1.34,,2.56
,1.38,,2.98
,1.25,,2.76
,1.02,,6.45
,1.14,,4.92
,1.21,,4.82
,0.96,,5.59
,1.24,,3.84
,1.2,,2.7
,1.23,,2.87
,1.18,,3.02
,1.05,,6.49
,1.1,,4.19
,1.12,,4.41
,0.99,,5.42
,,,
,1.89,3.99,7.53
,1.87,4.01,7.5
,1.89,3.63,6.86
,1.78,3.64,6.48
,1.94,3.54,6.87
,1.89,3.86,7.3
,,,7.0
,,,6.5
,,,6.7
,,,4.9
,1.06,,7.37
,1.9,4.0,
,1.67,3.83,
,1.83,3.56,
,1.95,3.4,
,1.77,4.04,
,2.22,3.91,
,2.13,2.19,
,1.97,3.31,
,1.65,3.47,
,1.7,3.67,
,2.0,2.75,
,2.19,3.03,
,1.63,3.8,
,1.92,3.22,
,2.61,2.33,
,1.79,3.41,
,1.95,3.25,
,2.1,2.2,
,0.68,,1.94
,0.68,,2.84
,0.73,,3.99
,0.69,,2.09
,0.75,,1.75
,0.59,,3.71
,0.69,,2.08
,0.69,,4.17
,0.7,,3.89
,0.71,,1.2
,0.72,,3.9
,0.72,,3.07
,0.68,,1.97
,0.69,,0.68
,0.74,,1.54
,3.7,2.6,9.6
,3.7,3.15,11.7
,3.7,1.85,6.7
,3.7,3.2,11.8
,3.6,1.7,6.2
,3.6,1.72,6.4
,3.6,1.71,6.3
,3.6,1.7,6.3
,,2.7,
,,2.1,
,,2.0,
,,1.9,
,0.54,3.7,2.0
,0.71,4.9,3.5
,0.53,3.6,1.9
,0.6,7.2,4.3
,0.6,9.0,5.4
,0.49,5.7,2.8
,1.9,4.0,7.6
,1.77,3.72,6.56
,1.87,3.43,6.43
,1.88,3.66,6.87
,3.46,3.19,11.0
,2.39,2.64,6.3
,1.75,3.76,6.57
,1.91,3.68,7.03
,1.52,4.22,6.4
,2.1,3.59,7.54
,1.86,3.54,6.58
,1.87,3.85,7.2
,1.83,3.73,6.83
,2.01,3.64,7.32
,1.84,3.76,6.92
,2.2,3.62,7.96
,2.18,3.45,7.52
,2.11,3.61,7.62
,2.15,3.16,6.79
,2.18,3.14,6.85
,1.8,3.44,6.19
,1.73,3.75,6.47
,1.99,2.8,5.59
,1.61,4.11,6.61
,1.73,3.49,6.02
,2.01,3.75,7.54
,1.99,3.33,6.63
,1.93,3.32,6.39
,1.68,3.29,5.51
,1.77,3.99,7.06
,1.81,3.69,6.68
,1.87,3.51,6.55
,1.57,3.67,5.75
,1.75,2.36,4.11
,2.07,3.09,6.38
,1.78,3.83,6.82
,1.78,4.16,7.42
,2.11,2.78,5.86
,1.7,3.87,6.59
,1.76,3.74,6.58
,2.37,2.75,6.52
,1.94,2.24,4.34
,1.94,2.24,4.35
,1.59,1.53,2.44
,1.96,2.37,4.65
,1.86,3.05,5.67
,1.93,2.21,4.26
,1.83,2.6,4.76
,1.79,3.91,7.02
,1.66,3.99,6.62
,1.67,3.61,6.03
,1.5,4.12,6.18
,1.59,3.98,6.32
,2.14,3.24,6.93
,2.02,2.67,5.4
,2.19,1.75,3.82
,1.78,3.64,6.48
,1.78,3.7,6.58
,1.53,3.37,5.14
,1.83,3.59,6.58
,1.95,2.91,5.68
,2.24,2.77,6.19
,2.17,2.02,4.39
,1.99,2.24,4.46
,1.6,4.0,6.39
,1.8,3.38,6.09
,1.79,3.57,6.38
,1.8,2.28,4.1
,8.0,,35.0
,8.0,,35.7
,8.0,,36.2
,8.0,,36.4
,8.0,,36.1
,1.8,,11.3
,1.8,,12.7
,1.8,,12.3
,1.8,,14.9
,1.8,,13.3
,1.8,,13.2
,3.1,,9.6
,3.1,,11.0
,3.1,,10.6
,3.1,,11.2
,3.1,,11.5
,,1.52,
,,1.59,
,,1.8,
,,2.04,
,,1.78,3.0
,,2.3,3.8
,,1.9,3.5
,,1.27,3.2
,,4.49,11.35
,,4.29,10.83
,,4.19,10.59
,,4.2,10.59
,,4.39,11.07
,,4.59,11.59
,,4.14,10.44
,,4.53,11.42
,,4.67,11.78
,,4.03,10.16
,,4.55,11.47
,,4.47,11.28
,,4.63,11.69
,,4.51,11.4
,,4.06,10.25
,,4.48,11.3
,,4.65,11.71
,,4.73,11.93
,,4.4,11.09
,,3.98,10.06
,,4.4,11.09
,,4.2,10.61
,,4.57,11.54
,,4.3,10.85
,,3.96,9.99
,,4.34,10.95
,,4.38,11.04
,1.99,4.74,9.44
,,0.51,2.05
,,0.62,2.65
,,0.28,0.73
,,0.37,0.99
,,0.2,0.69
,,0.16,0.36
,6.1,,59.2
,1.8,,29.3
,,2.9,5.77
,,0.75,
,4.06,,12.91
,4.06,,11.95
,4.3,,9.56
,4.54,,10.52
,4.78,,11.23
,4.78,,9.56
,4.42,,11.11
,4.18,,9.8
,4.78,,11.47
,4.3,,11.23
,4.3,,11.95
,4.9,,10.28
,4.42,,9.32
,4.54,,7.89
,4.18,,10.04
,4.54,,11.23
,2.2,1.0,2.1
,3.5,0.7,2.3
,3.8,1.3,5.0
,4.2,1.1,4.6
,2.8,3.2,9.0
,1.0,3.8,12.8
,4.1,2.8,11.5
,,,
,,,
,,,
,,,
,,,
,,2.27,10.5
,,2.22,9.3
,,2.24,6.5
,,2.42,6.4
,,5.6,
,,3.2,
,,1.8,
,1.85,,4.61
,0.75,,1.6
,2.6,,6.21
,2.54,3.15,8.0
,3.27,1.92,6.3
,2.78,1.82,5.1
,3.06,3.01,9.2
,3.15,2.61,7.6
,2.47,2.09,5.2
,2.83,3.05,8.6
,2.92,2.68,7.8
,2.17,2.3,5.0
,2.24,3.12,7.0
,2.85,2.9,8.3
,2.61,1.99,5.7
,2.91,2.49,7.3
,3.41,1.55,5.3
,2.51,2.05,5.1
,2.38,2.56,6.8
,2.76,3.42,9.4
,2.41,2.22,5.3
,2.44,2.05,5.0
,2.49,3.29,8.2
,3.13,2.84,8.9
,2.61,2.46,6.4
,3.21,3.32,10.6
,2.91,3.03,8.8
,2.53,2.5,6.3
,2.74,3.32,9.1
,2.42,3.47,8.4
,2.39,3.1,7.2
,2.77,2.31,6.4
,3.13,2.71,8.5
,3.4,1.7,5.8
,2.54,2.34,5.9
,3.12,2.66,8.3
,2.54,3.74,9.5
,3.53,2.36,8.3
,2.83,2.35,6.6
,2.48,3.55,8.8
,2.43,3.12,7.6
,2.62,2.62,6.9
,3.26,3.65,11.9
,2.71,3.33,9.3
,3.0,2.85,8.6
,2.91,3.55,10.3
,2.75,3.69,10.2
,2.35,3.42,8.0
,2.61,2.55,6.7
,2.95,2.95,8.7
,2.97,1.9,5.6
,2.84,2.54,7.2
,2.01,2.9,6.5
,2.7,4.07,11.0
,2.54,2.57,6.5
,2.82,2.58,7.2
,2.39,3.95,9.4
,3.22,3.53,11.4
,2.62,2.97,7.8
,2.34,3.82,8.9
,2.95,3.5,10.3
,2.84,3.08,8.7
,2.0,4.02,8.0
,2.84,4.12,11.7
,2.6,3.79,9.8
,2.84,2.85,8.1
,3.19,3.24,10.3
,3.09,2.24,6.9
,3.3,2.82,9.1
,2.82,3.2,9.0
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,2.29,,6.13
,2.72,,4.72
,2.87,,5.99
,2.39,,4.44
,2.55,,5.4
,2.16,,3.25
,1.2,,4.72
,0.64,,1.71
,0.7,,1.87
,0.94,,2.34
,1.1,,4.17
,1.01,,3.59
,0.66,,4.17
,0.66,,4.52
,0.65,,4.22
,,,6.2
,0.67,,4.18
,0.66,,3.86
,0.7,,3.87
,0.68,,3.96
,0.68,,3.59
,0.68,,3.61
,0.6,,4.2
,0.71,,4.5
,3.0,,10.24
,3.06,,10.4
,2.8,,7.97
,2.65,,8.97
,2.81,,7.84
,1.51,,4.98
,1.14,,3.99
,1.65,,4.18
,1.16,,3.66
,1.74,,6.52
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,2.2,
,,0.6,
,2.5,1.0,2.5
,2.4,1.0,2.4
,2.2,0.9,2.1
,3.0,1.0,3.0
,2.0,1.0,2.0
,,1.9,2.4
,,2.0,3.7
,,2.3,3.5
,,2.3,4.1
,,2.3,3.6
,,,4.3
,1.24,2.39,3.02
,1.27,2.62,3.41
,1.76,2.98,5.26
,1.77,4.11,7.35
,,,
,,,
,,,
,,,
,,,1.8
,,,2.2
,,,3.3
,1.13,4.21,4.79
,0.83,4.61,3.82
,0.85,4.69,3.98
,0.74,4.77,3.54
,1.09,3.52,3.86
,0.77,3.8,2.93
,1.38,3.54,4.88
,1.1,3.6,3.99
,1.76,3.52,6.17
,0.96,3.23,3.1
,1.3,1.83,2.37
,0.77,2.53,1.94
,,,
,,,
,,,
,,,
,,,
,,,
,,,6.0
,,,6.98
,1.08,,5.0
,0.86,,6.3
,0.98,,8.2
,1.27,,3.4
,0.9,,6.8
,3.28,,3.4
,2.75,,5.4
,2.43,,6.7
,2.56,,1.4
,2.36,,5.3
